"Moderator","Reference_group","Comparison_group","interaction_beta","interaction_se","z_value","p_value","ref_slope","comp_slope","ref_lwr","ref_upr","comp_lwr","comp_upr"
"Physical Activity (Rare vs Rest)","Sometimes/Quite often","Rare (irregular_pa=1)",-0.1162,0.0504,-2.3041,0.0212,-0.3169,-0.4331,-0.3754,-0.2585,-0.5224,-0.3439
